driveName,type,diskCapacity,diskMark,rank,price,driveValue,priceperGB,testDate,samples
OCZ SOLID SSD 32GB,SSD,29.8,572,7190,92.66,6.17,3.11,2009,19
WDC WD10EVCS,HDD,931.5,572,7191,,,,2013,5
HGST HCC545050A7E380,HDD,465.8,572,7192,,,,2013,9
Seagate ST320LT007,HDD,298.1,572,7193,18.99,30.11,0.06,2011,73
Corsair CMFSSD-32D1,SSD,29.7,571,7194,,,,2009,1
WDC WD50 00AVCS,HDD,465.8,571,7195,,,,2013,10
Hitachi HDT721010SLA,HDD,931.5,571,7196,,,,2012,31
HGST HTS541075A9,HDD,698.6,571,7197,,,,2013,11
WDC WD2500AAJS,HDD,232.9,571,7198,32.49,17.57,0.14,2009,80
PATRIOT MEMORY 128GB SSD,SSD,119.4,570,7199,163.53,3.49,1.37,2009,2
HITACHI HTS723216A7A364,HDD,149,570,7200,,,,2012,38
Hitachi HTS72755,HDD,465.8,570,7201,,,,2013,9
TOSHIBA MK5061GSYFN,HDD,465.8,570,7202,,,,2013,11
Seagate ST3250310SV,HDD,232.9,569,7203,47.17,12.06,0.2,2009,10
WDC WD7500AARS,HDD,698.6,569,7204,85.58,6.65,0.12,2011,81
SAMSUNG HD083GJ,HDD,74.4,569,7205,33.73,16.86,0.45,2009,6
Hitachi HTS5450,HDD,465.8,568,7206,,,,2012,43
HGST HTE545032A7E680,HDD,298.1,568,7207,,,,2016,7
WDC WD2500BEKT,HDD,232.9,567,7208,34.99,16.22,0.15,2011,49
HGST HTS 545050A7E380,HDD,465.8,567,7209,,,,2013,8
TOSHIBA MK2561GSYFN,HDD,232.9,567,7210,,,,2015,8
Seagate ST3250410AS,HDD,232.9,566,7211,49.95,11.32,0.21,2008,22
Seagate ST31000528ASQ,HDD,31.2,565,7212,,,,2009,1
Seagate ST9250410ASG,HDD,232.9,565,7213,75,7.53,0.32,2009,8
Hitachi HDS722020ALA330,HDD,1800,565,7214,34.49,16.38,0.02,2009,10
FUJITSU MAX3147RC,HDD,136.7,564,7215,,,,2012,22
FUJITSU MBA3300RC,HDD,279.4,564,7216,107.89,5.23,0.39,2013,11
TOSHIBA MK2556GS,HDD,232.9,564,7217,,,,2014,5
Foresee 64GB,HDD,57.6,563,7218,,,,2019,4
Hitachi HDT721050SLA360,HDD,465.8,563,7219,,,,2012,83
Hitachi HDT721032SLA360,HDD,298.1,563,7220,,,,2012,18
HGST HTS541050A9E680,HDD,465.8,562,7221,,,,2013,13
Seagate ST160LM003,HDD,149,562,7222,75.89,7.41,0.51,2013,22
WDC WD5000AADS,HDD,465.8,562,7223,21.98,25.56,0.05,2010,46
WDC WD5000BPVX,HDD,465.8,562,7224,,,,2013,6
TOSHIBA MK7575GSX,HDD,698.6,561,7225,99,5.66,0.14,2011,34
TOSHIBA MK5056GSY,HDD,465.8,560,7226,129.59,4.32,0.28,2009,14
Seagate ST640LM001,HDD,596.2,560,7227,178,3.15,0.3,2012,115
HITACHI HTS725025A9A361 FDE,HDD,222,560,7228,,,,2010,1
WD2500A,HDD,232.9,560,7229,,,,2017,6
PATRIOT MEMORY 32GB SSD,SSD,29.8,559,7230,,,,2009,7
SAMSUNG HM100UI,HDD,931.5,559,7231,157.95,3.54,0.17,2012,14
HGST HTE545032A7E380,HDD,298.1,559,7232,57.99,9.64,0.19,2014,6
Seagate ST3250310AS,HDD,232.9,559,7233,74,7.55,0.32,2008,47
Transcend 32GB TS32GSSD25S-M,SSD,29.8,558,7234,24.99,22.33,0.84,2009,11
WDC WD7500AYYS,HDD,698.6,558,7235,99.89,5.59,0.14,2009,60
TOSHIBA MK6461GSYG,HDD,596.2,557,7236,,,,2013,12
SAMSUNG HD322IJ,HDD,102.8,557,7237,,,,2009,1
SEAGATE ST3146755SS,HDD,136.7,557,7238,48,11.6,0.35,2012,9
TOSHIBA MK7559GS,HDD,698.6,557,7239,,,,2012,23
HP GB0750C8047,HDD,698.6,556,7240,,,,2013,7
TOSHIBA MK5059GSXPW,HDD,465.8,556,7241,,,,2015,5
MARSHAL MAL2500SA-T54,HDD,465.8,556,7242,,,,2013,9
Seagate ST3750630AS,HDD,698.6,555,7243,,,,2008,142
Seagate ST3250310CS,HDD,232.9,555,7244,,,,2012,132
APPLE HDD HTS541010A9E662,HDD,931.5,555,7245,,,,2012,18
SAMSUNG HM641JI,HDD,596.2,554,7246,32.99,16.81,0.06,2010,28
LITEONIT LE-128M1S,SSD,119.2,554,7247,,,,2013,10
Hitachi HDP725050GLA360,HDD,465.8,553,7248,39,14.19,0.08,2008,45
WDC WD7500AADS,HDD,698.6,553,7249,65.24,8.48,0.09,2009,11
TOSHIBA MK7559GSXPW,HDD,698.6,553,7250,,,,2014,14
TOSHIBA MK5061GS,HDD,465.8,553,7251,,,,2012,18
Seagate ST9500420ASG,HDD,465.8,552,7252,102,5.42,0.22,2009,9
Hitachi HTS545025A7E380,HDD,232.9,552,7253,,,,2015,6
Seagate ST500LM011,HDD,465.8,552,7254,,,,2013,8
WDC WD5000BUCT,HDD,465.8,552,7255,33.9,16.28,0.07,2013,27
TOSHIBA MK5061GSY,HDD,465.8,552,7256,93.19,5.92,0.2,2011,8
WDC WD5000BPVT,HDD,465.8,551,7257,18.99,29.02,0.04,2011,126
HGST HTS541064A9E680,HDD,596.2,551,7258,29.99,18.37,0.05,2013,13
MAXTOR STM31000340AS,HDD,931.5,551,7259,,,,2009,26
Seagate ST250DM000-1BD14,HDD,232.9,551,7260,,,,2013,39
WDC WD16 00ADFS,HDD,149,550,7261,,,,2013,7
TOSHIBA MK1661GSYFN,HDD,149,550,7262,,,,2012,18
SAMSUNG HD251HJ,HDD,78.1,549,7263,36.74,14.94,0.47,2009,1
Seagate ST320VT000,HDD,298.1,549,7264,,,,2015,14
Hitachi HDT721064SLA,HDD,596.2,549,7265,,,,2012,24
SAMSUNG HE753LJ,HDD,698.6,549,7266,,,,2009,1
HGST HTS545050A7E3800,HDD,465.8,549,7267,,,,2014,32
APPLE HDD HTS727575A9E362,HDD,698.6,548,7268,,,,2012,16
APPLE HDD HTS541010A9E632,HDD,931.5,547,7269,,,,2017,6
Hitachi HCS5C1010CLA382,HDD,931.5,547,7270,,,,2010,41
WDC WD5000M21K,HDD,465.8,547,7271,,,,2014,22
WL320GSA872,HDD,298.1,547,7272,,,,2012,11
SAMSUNG HN-M750MBB,HDD,698.6,547,7273,53,10.32,0.08,2011,101
Seagate ST640LM000,HDD,596.2,546,7274,,,,2012,156
WDC WD10EAVS,HDD,931.5,546,7275,249,2.19,0.27,2009,8
TOSHIBA MK1661GSY,HDD,149,545,7276,,,,2014,5
Hitachi HTS725025A9A364,HDD,220.2,545,7277,,,,2010,9
BHT WR202I0064G E70245F5,SSD,58.2,544,7278,,,,2019,12
TOSHIBA MK2561GSYF,HDD,232.9,544,7279,,,,2012,6
Seagate ST3160316AS,HDD,149,544,7280,129.89,4.19,0.87,2011,57
SAMSUNG SSD 64GB MCCOE64G5MPP,SSD,59.6,543,7281,,,,2009,2
TOSHIBA MK5061GSYN,HDD,465.8,542,7282,101,5.37,0.22,2011,35
Hitachi HCP725050GLA380,HDD,465.8,542,7283,109.89,4.93,0.24,2013,26
Seagate ST332031 0CS,HDD,298.1,542,7284,,,,2013,18
Hitachi HDS721016CLA,HDD,149,541,7285,,,,2012,11
WDC WD1500ADFS,HDD,139.7,541,7286,,,,2009,1
Hitachi HCC543232A7A380,HDD,298.1,540,7287,,,,2013,9
TOSHIBA MK2556GSYF,HDD,232.9,540,7288,,,,2013,20
Hitachi HTS541064A9E680,HDD,596.2,540,7289,,,,2012,14
HITACHI HUS151414VLS300,HDD,136.7,540,7290,,,,2013,5
WDC WD64 00AAVS,HDD,596.2,539,7291,,,,2012,5
Kingston M52532,SSD,29.1,539,7292,,,,2016,13
MD01600-AVDW-RO,HDD,149,539,7293,,,,2013,7
Hitachi HDP72505,HDD,465.8,539,7294,,,,2013,24
Seagate ST3250310CS,HDD,48.8,539,7295,50.99,10.57,1.04,2009,1
APPLE HDD ST1000LM024,HDD,931.5,538,7296,,,,2012,9
Seagate ST3160316CS,HDD,149,538,7297,44.89,11.98,0.3,2013,42
WL150GSA16100,HDD,139.6,536,7298,,,,2009,1
HITACHI HTS723225A7A365,HDD,232.9,536,7299,29.95,17.9,0.13,2013,8
Seagate ST3360832AS,HDD,331.3,536,7300,,,,2009,1
TOSHIBA MQ01ABD032V,HDD,298.1,536,7301,,,,2015,7
WDC WD6400BPVT,HDD,596.2,535,7302,97.49,5.49,0.16,2011,32
Hitachi HDE721064SLA360,HDD,596.2,535,7303,,,,2013,9
HITACHI HTS541075A9E680,HDD,698.6,535,7304,72.88,7.34,0.1,2012,122
SAMSUNG SSD Thin uSATA 64GB M,SSD,59.6,535,7305,,,,2013,1
WD WD10S21X-24R1BT0,HDD,931.5,535,7306,,,,2015,5
Hitachi HDP725025GLA380,HDD,232.8,535,7307,19,28.16,0.08,2008,23
WDC WD5000AAVS,HDD,465.8,534,7308,,,,2010,13
SAMSUNG HD253GI,HDD,232.9,534,7309,,,,2013,6
Seagate ST500LX005,HDD,465.8,534,7310,,,,2013,33
Seagate ST31500541AS,HDD,1400,533,7311,33.99,15.69,0.02,2009,9
Seagate ST320LT014,HDD,298.1,532,7312,45,11.83,0.15,2011,8
WDC WD3200AVJS,HDD,298.1,532,7313,,,,2012,9
TOSHIBA MK5056GSYF,HDD,453,532,7314,,,,2010,45
Hitachi HUA721010KLA330,HDD,931.5,531,7315,45,11.81,0.05,2009,21
WDC WD5000AVVS,HDD,465.8,531,7316,46.99,11.31,0.1,2009,16
Hitachi HDP725050GLA380,HDD,465.8,531,7317,,,,2008,35
WDC WD1600ADFD,HDD,149,531,7318,,,,2012,26
Hitachi HDS5C1050CLA382,HDD,465.7,531,7319,237.85,2.23,0.51,2010,9
WDC WD740ADFS,HDD,69.2,530,7320,,,,2009,1
Seagate ST160LT000,HDD,149,530,7321,,,,2013,13
WDC WD8088AADS,HDD,753.3,530,7322,149.89,3.54,0.2,2009,32
Seagate ST1000LM010,HDD,931.5,529,7323,,,,2011,16
WDC WD3200BUDT,HDD,298.1,529,7324,,,,2012,14
Seagate ST320LT000,HDD,298.1,529,7325,,,,2013,18
TOSHIBA MK2561GSYN,HDD,232.9,528,7326,13.95,37.86,0.06,2011,8
Hitachi HDS721032CLA662,HDD,298.1,528,7327,,,,2013,5
TOSHIBA External USB 3.0 USB,HDD,931.5,527,7328,,,,2014,13
Hitachi HTS725032A9A362,HDD,298.1,527,7329,,,,2013,14
Seagate ST320LM000,HDD,298.1,527,7330,39.99,13.18,0.13,2012,82
Seagate ST1000LX015,HDD,931.5,526,7331,203.07,2.59,0.22,2016,181
Hitachi HTS72323,HDD,298.1,526,7332,,,,2013,24
MD10000-ALDW-RO,HDD,931.5,525,7333,,,,2013,6
SanDisk SSD U100 8GB,SSD,7.5,525,7334,,,,2015,1
WDC WD5000MPCK,HDD,465.8,525,7335,35.75,14.68,0.08,2014,6
WDC WD2500BEKX,HDD,232.9,524,7336,133.89,3.91,0.57,2014,8
Seagate ST3160310CS,HDD,149,524,7337,82.5,6.35,0.55,2013,26
WDC WD6400AAVS,HDD,596.2,523,7338,,,,2009,57
SAMSUNG HD103UI,HDD,931.5,523,7339,,,,2009,29
Seagate ST4000LM024,HDD,3600,523,7340,,,,2018,6
WDC WD80 0AAJS,HDD,74.5,523,7341,,,,2012,24
Seagate ST3360320AS,HDD,335.3,522,7342,14.95,34.92,0.04,2009,11
WDC WD1600ADFS,HDD,148.9,522,7343,,,,2009,35
Hitachi HTS54505,HDD,465.8,521,7344,,,,2012,67
HITACHI HUA721075KLA330,HDD,698.6,521,7345,,,,2012,47
Hitachi HDT721032SLA,HDD,298.1,521,7346,,,,2012,104
SAMSUNG HD321KJ,HDD,298.1,521,7347,,,,2008,18
SAMSUNG HM321HI,HDD,298.1,521,7348,34.36,15.15,0.12,2010,52
Seagate ST9320421AS,HDD,298.1,520,7349,47.09,11.05,0.16,2009,6
WDC WD10TPVT,HDD,199,519,7350,132.99,3.9,0.67,2010,1
Seagate ST500LM020,HDD,465.8,519,7351,,,,2015,12
WDC WD16 00AVJS,HDD,149.1,519,7352,,,,2012,8
PATRIOT MEMORY 64GB SSD,SSD,59.7,518,7353,150.99,3.43,2.53,2008,7
BHT WR202D0064G 670215F5,SSD,58.2,518,7354,,,,2016,5
WDC WD2500AVCS,HDD,232.9,518,7355,30.48,16.99,0.13,2015,9
Kingston SSDNow V Series 64GB,SSD,59.6,518,7356,140.99,3.67,2.37,2009,4
WDC WD6400AACS,HDD,596.2,518,7357,189.99,2.72,0.32,2009,10
Seagate ST320LM001,HDD,298.1,517,7358,24.99,20.69,0.08,2012,26
MARSHAL MAL2250SA-T72,HDD,232.9,517,7359,,,,2015,6
Hitachi HDP725025GLAT80,HDD,232.9,517,7360,105,4.92,0.45,2009,17
Seagate ST250LT007,HDD,214.9,516,7361,74,6.97,0.34,2011,10
SanDisk SSD P4 16GB,SSD,14.9,516,7362,,,,2013,12
Hitachi HUA72101,HDD,931.5,515,7363,,,,2013,6
Seagate ST9500420AS,HDD,465.8,514,7364,52.99,9.7,0.11,2009,101
Toshiba 064G93,HDD,58.2,514,7365,,,,2017,39
WDC WD50 00AVVS,HDD,465.8,514,7366,,,,2013,25
SAMSUNG HM161GI,HDD,148.9,514,7367,53,9.7,0.36,2010,8
WDC WD6400BEVT,HDD,596.2,513,7368,98.95,5.19,0.17,2010,18
Patriot Warp V2 32GB SSD,SSD,30.1,513,7369,,,,2009,7
WDC WD800ADFS,HDD,74.5,512,7370,,,,2009,45
Hitachi HDP725050GLAT80,HDD,465.8,512,7371,,,,2013,11
TOSHIBA MK3276GS,HDD,298.1,512,7372,,,,2012,7
TOSHIBA MK6465GSXW,HDD,596.2,512,7373,,,,2012,8
TOSHIBA MK3276GSX,HDD,298.1,512,7374,14.4,35.55,0.05,2011,28
WDC WD5000AAJS,HDD,465.8,512,7375,73.89,6.93,0.16,2009,13
Seagate ST320LT012,HDD,298.1,511,7376,39.99,12.78,0.13,2012,36
Hitachi HTS72322,HDD,232.9,511,7377,,,,2013,6
Hitachi HDT721016SLA,HDD,149,511,7378,,,,2012,12
WDC WD1500ADFD,HDD,139.7,511,7379,,,,2008,161
WDC WD1500AHFD,HDD,139.7,511,7380,,,,2008,77
Hitachi HDS721016CLA382,HDD,149,511,7381,,,,2012,10
Hitachi HDS5C1010CLA382,HDD,250,510,7382,,,,2010,1
INO-IHDD0160S2-D1-7208,HDD,149,510,7383,,,,2018,5
Hitachi HTS54757,HDD,698.6,510,7384,,,,2012,44
Hitachi HDS721032CLA362,HDD,298.1,509,7385,97.19,5.24,0.33,2009,19
Hitachi HTE543232A7A384,HDD,298.1,509,7386,,,,2013,10
Seagate ST250LT014,HDD,232.9,509,7387,,,,2013,11
Hitachi HCC545050A7E380,HDD,465.8,509,7388,,,,2017,5
Hitachi HUA721050KLA330,HDD,465.8,509,7389,24.99,20.37,0.05,2009,32
Seagate ST250LT003,HDD,219.2,508,7390,63,8.07,0.29,2011,8
MD10000-NSDW-RO,HDD,931.5,507,7391,,,,2012,15
Hitachi HDT721050SLA,HDD,465.8,507,7392,,,,2013,9
Hitachi HDS721050KLA33R RSD HUA,HDD,465.8,507,7393,,,,2013,9
SAMSUNG HD501LJ,HDD,465.8,506,7394,73,6.93,0.16,2008,31
SAMSUNG HM400JI,HDD,29.9,506,7395,,,,2010,1
WDC WD5001ABYS,HDD,465.8,506,7396,,,,2012,29
TOSHIBA MK2556GSY,HDD,220.4,505,7397,99,5.1,0.45,2010,1
Seagate ST3250820SV,HDD,232.9,505,7398,,,,2012,6
SanDisk 64GB,SSD,58.2,504,7399,79,6.38,1.36,2019,12
Seagate ST9250410AS,HDD,232.9,504,7400,37.28,13.52,0.16,2009,37
FASTDISK32G,SSD,29.5,504,7401,,,,2015,12
TOSHIBA MK7559GSM,HDD,675.7,504,7402,,,,2010,9
RunCore 64G-C SSD,SSD,59.7,504,7403,,,,2009,1
TOSHIBA MK6476GSXN,HDD,596.2,503,7404,,,,2011,82
WDC WD3200AVCS,HDD,298.1,503,7405,73.69,6.83,0.25,2014,8
Seagate ST3750641NS,HDD,698.6,503,7406,,,,2014,13
SAMSUNG MMCRE64G5MPP-0VA,HDD,59.6,503,7407,,,,2009,8
WDC WD7500AAKS,HDD,698.6,502,7408,99,5.07,0.14,2009,6
APPLE HDD HTS545050A7E362,HDD,465.8,502,7409,,,,2012,12
Hitachi HTS545050B9SA00,HDD,465.8,502,7410,19,26.41,0.04,2009,13
Seagate ST2000LX001,HDD,1800,502,7411,129.99,3.86,0.07,2017,62
WDC WD1600BEKT,HDD,149,502,7412,39.69,12.64,0.27,2010,7
TOSHIBA MK2561GSY,HDD,232.1,501,7413,,,,2011,40
WDC WD1600ADFD,HDD,141,501,7414,42.95,11.66,0.3,2009,1
Seagate ST9250411AS,HDD,221.7,501,7415,99.99,5.01,0.45,2009,12
Hitachi HDP725032GLA360,HDD,298.1,500,7416,58.98,8.48,0.2,2008,7
SAMSUNG SSD RBX Series 128GB M,SSD,119.2,500,7417,,,,2012,7
ExcelStor Technology J92,HDD,232.9,500,7418,,,,2013,6
WDC WD16 00BEKT,HDD,149,500,7419,,,,2013,12
SanDisk SEM32G,SSD,29.1,500,7420,,,,2013,9
Hitachi HCP725025GLA380,HDD,232.9,500,7421,,,,2013,6
SAMSUNG MCCOE64G8MPP-0VA,HDD,59.6,500,7422,,,,2009,11
TOSHIBA MK7559GSXF,HDD,698.6,499,7423,,,,2011,65
Hitachi HTS547550A9E,HDD,465.8,499,7424,,,,2012,8
ExcelStor Technology J9250S,HDD,232.9,499,7425,,,,2009,72
Hitachi HDP725050GLA,HDD,465.8,499,7426,,,,2012,193
Hitachi HDP725032GLA380,HDD,298.1,499,7427,,,,2012,9
WDC WD3200BPVT,HDD,298.1,498,7428,19.99,24.93,0.07,2011,135
TOSHIBA MK6475GSX,HDD,596.2,497,7429,60,8.29,0.1,2011,36
TOSHIBA MK3265GSXN,HDD,298.1,497,7430,49.99,9.94,0.17,2010,24
TOSHIBA MK3259GSXP,HDD,48.8,497,7431,62.09,8,1.27,2011,8
WDC WD3200BVVT,HDD,298.1,496,7432,50.54,9.81,0.17,2013,22
TOSHIBA MK6465GSXN,HDD,580,496,7433,,,,2011,160
SAMSUNG HE160HJ,HDD,149,496,7434,68,7.29,0.46,2009,16
TOSHIBA MK3275GS,HDD,298.1,496,7435,,,,2015,5
Kingston SSDNow V Series,SSD,119.2,496,7436,,,,2012,6
WDC WD75 00AACS,HDD,698.6,495,7437,,,,2013,5
TOSHIBA MK3265GSX H,HDD,298.1,494,7438,,,,2013,23
SAMSUNG HD200HJ,HDD,186.3,494,7439,,,,2008,10
Hitachi HTS547575A9E384,HDD,698.6,492,7440,44.37,11.08,0.06,2011,120
TOSHIBA MK3256GSYF,HDD,298.1,491,7441,,,,2010,13
Seagate ST332082 0SCE,HDD,298.1,491,7442,,,,2014,8
SEAGATE ST373454LW,HDD,68.4,491,7443,,,,2013,6
Hitachi HDS721010KLA330,HDD,931.5,490,7444,49.99,9.8,0.05,2008,12
WDC WD5000AACS,HDD,465.8,490,7445,24.99,19.61,0.05,2011,18
WDC WD7500AAVS,HDD,698.6,490,7446,,,,2013,12
Seagate ST9250421AS,HDD,63.5,490,7447,,,,2009,1
WDC WD5000ABYS,HDD,465.8,490,7448,,,,2009,55
TOSHIBA MK3276GSXN,HDD,148.8,489,7449,,,,2011,1
TOSHIBA MK1665GSX,HDD,149,489,7450,,,,2012,78
WDC WD800ADFD,HDD,74.5,489,7451,,,,2009,18
Hitachi HDS721075KLA330,HDD,688.9,489,7452,,,,2009,169
Seagate ST9160412AS,HDD,149,488,7453,32.99,14.8,0.22,2009,11
Seagate ST320LT023,HDD,298.1,488,7454,125,3.9,0.42,2013,12
TOSHIBA MK1665GSX,HDD,20,488,7455,49.99,9.76,2.5,2010,1
Hitachi HTS723232L9A360,HDD,298.1,486,7456,199.95,2.43,0.67,2009,6
WD My Passport 0748 USB,HDD,931.5,486,7457,,,,2013,9
WDC WD16 00AVVS,HDD,149,486,7458,,,,2014,8
TOSHIBA MK3265GSXV,HDD,298.1,486,7459,,,,2010,20
Seagate ST9250421AS,HDD,232.9,486,7460,113,4.3,0.49,2012,37
WDC WD3200BUCT,HDD,298.1,485,7461,30.99,15.66,0.1,2013,13
FUJITSU MJA2250BH,HDD,232.9,485,7462,,,,2009,6
Hitachi HDT725050VLA360,HDD,465.8,485,7463,,,,2008,6
Hitachi HDS721010KLA33R RSD HUA,HDD,931.5,485,7464,,,,2014,30
WDC WD3200BJKT,HDD,298.1,485,7465,79.99,6.06,0.27,2009,91
WDC WD800AAJS,HDD,74.5,484,7466,55,8.81,0.74,2009,15
TOSHIBA MK6459GSXP,HDD,596.2,484,7467,125.19,3.87,0.21,2011,14
WDC WD5000ABPS,HDD,465.8,484,7468,,,,2009,14
Seagate ST3500630ASP,HDD,465.8,484,7469,,,,2012,10
Hitachi HDP725040GLA360,HDD,372.6,484,7470,,,,2012,26
Seagate ST3250824ASP,HDD,232.9,484,7471,,,,2013,9
WDC WD1600BJKT,HDD,149,483,7472,66.99,7.22,0.45,2009,8
Seagate ST3320620NS,HDD,298.1,483,7473,80,6.04,0.27,2008,70
WDC WD1200AAJS,HDD,111.8,483,7474,,,,2013,9
HGST HCC545032A7E380,HDD,298.1,483,7475,,,,2016,7
Seagate ST9640320AS,HDD,596.2,483,7476,76.99,6.27,0.13,2010,23
SAMSUNG HM321HX,HDD,298.1,482,7477,,,,2013,12
TOSHIBA MK3275GSX,HDD,298.1,481,7478,,,,2011,12
Hitachi HDT721016SLA380,HDD,149,481,7479,,,,2009,6
Hitachi HTS725016A9A362,HDD,149,481,7480,,,,2014,9
TOSHIBA MK2556GSYF,HDD,68.4,480,7481,,,,2010,1
WDC WD40 00AAKS,HDD,372.6,480,7482,,,,2012,9
WDC WD5001ABYS,HDD,216.8,480,7483,,,,2009,1
WDC WD50 00KS,HDD,465.8,480,7484,,,,2013,6
Seagate ST3500630AS,HDD,465.8,480,7485,29.97,16.02,0.06,2008,17
Seagate ST3320620A,HDD,298.1,480,7486,,,,2014,6
SAMSUNG SP2504C,HDD,232.8,480,7487,12.34,38.87,0.05,2008,19
Seagate ST9750423AS,HDD,698.6,480,7488,139.95,3.43,0.2,2011,17
Seagate ST3320620SV,HDD,298.1,479,7489,,,,2009,14
ExcelStor Technology J9250,HDD,75.7,479,7490,,,,2009,1
WDC WD3200AVBS,HDD,298.1,479,7491,19.99,23.96,0.07,2013,11
HGST HTS 545032A7E680,HDD,298.1,479,7492,,,,2013,13
Hitachi HDT721025SLA,HDD,232.9,479,7493,,,,2013,5
TOSHIBA MK3256GSY,HDD,282.4,479,7494,70,6.84,0.25,2009,1
Seagate ST250LM000,HDD,232.9,479,7495,,,,2016,6
WDC WD1000FYPS,HDD,931.5,479,7496,,,,2013,15
WDC WD1600AVVS,HDD,148.9,477,7497,63.99,7.45,0.43,2010,78
SanDisk SEM128,SSD,116.5,477,7498,,,,2014,22
SAMSUNG HM501II,HDD,465.8,477,7499,26.59,17.94,0.06,2010,103
SAMSUNG HD320KJ,HDD,298.1,477,7500,,,,2008,159
SAMSUNG SSD RBX Series 64GB M,SSD,59.6,477,7501,,,,2012,21
HGST HTS545032A7E680,HDD,298.1,476,7502,,,,2013,8
SAMSUNG HD161HJ,HDD,149,476,7503,119,4,0.8,2008,44
TOSHIBA MK3276GSXN,HDD,298.1,476,7504,,,,2012,17
Seagate ST3250620NS,HDD,232.9,476,7505,89,5.35,0.38,2008,81
TOSHIBA MK6459GSX,HDD,596.2,476,7506,138.25,3.44,0.23,2013,7
WDC WD3200AVVS,HDD,298.1,476,7507,19.98,23.81,0.07,2012,9
Hitachi HDT721032SLA380,HDD,298.1,476,7508,107.74,4.41,0.36,2012,10
TOSHIBA MK3256GSY,HDD,298.1,475,7509,,,,2012,10
APPLE HDD HTS541075A9E662,HDD,698.6,475,7510,,,,2015,5
Hitachi HCT721016SLA380,HDD,149,475,7511,,,,2014,5
Hitachi HTS54755,HDD,465.8,475,7512,,,,2012,42
Hitachi HTS545050B9A300,HDD,465.8,475,7513,55,8.63,0.12,2009,99
Seagate ST3750640NS,HDD,698.6,474,7514,42.99,11.04,0.06,2009,19
Seagate ST3250820AS,HDD,232.8,474,7515,59.95,7.91,0.26,2008,23
WDC WD10TPVT,HDD,931.5,474,7516,113.85,4.16,0.12,2012,57
TOSHIBA MK2576GSX HR,HDD,149,474,7517,,,,2014,5
WDC WD7500AACS,HDD,698.6,474,7518,61,7.77,0.09,2009,98
WDC WD1600AVJS,HDD,148.9,474,7519,21.95,21.59,0.15,2009,50
TOSHIBA MK3276GSX -63,HDD,298.1,474,7520,,,,2013,22
TurXun S600 32GB,HDD,29.5,474,7521,,,,2018,1
CSC 73GB 15K REFURBISHED,HDD,68.4,474,7522,,,,2016,1
Hitachi HTS54756,HDD,596.2,473,7523,,,,2012,21
Hitachi HDS721075KLA,HDD,698.6,473,7524,,,,2012,19
HGST HTS 545032A7E380,HDD,298.1,473,7525,,,,2013,16
WDC WD1600AABS,HDD,149,473,7526,23.75,19.91,0.16,2009,28
SAMSUNG HM251HI,HDD,232.9,472,7527,68.89,6.85,0.3,2010,52
SAMSUNG HM161HI,HDD,149,471,7528,,,,2012,10
SAMSUNG HM251JJ,HDD,232.9,471,7529,,,,2012,14
Hitachi HDT721025SLA380,HDD,232.9,471,7530,,,,2009,109
WDC WD1601ABYS,HDD,153.4,471,7531,165,2.85,1.08,2009,37
Hitachi HTS545025B9SA00,HDD,232.9,471,7532,,,,2013,120
Seagate ST3500830AS,HDD,465.8,470,7533,55,8.55,0.12,2008,14
TOSHIBA MK5075GSX,HDD,465.8,470,7534,77.99,6.02,0.17,2011,22
HITACHI HTS723216L9SA60,HDD,149,469,7535,,,,2009,6
Hitachi HTS543232A7A,HDD,298.1,469,7536,,,,2014,5
Hitachi HCS5C3232SLA380,HDD,298.1,469,7537,,,,2014,20
SAMSUNG HD500LJ,HDD,48.8,469,7538,,,,2009,1
Seagate ST3160815SV,HDD,149,469,7539,55,8.53,0.37,2009,36
Seagate ST9250421ASG,HDD,232.9,468,7540,69,6.78,0.3,2009,56
SAMSUNG HD160HJ,HDD,149,468,7541,,,,2009,114
Seagate ST9160418ASG,HDD,148.8,468,7542,42.99,10.89,0.29,2009,13
Seagate ST3500630NSQ,HDD,465.8,468,7543,,,,2013,9
Seagate ST3250820ASP,HDD,232.9,468,7544,,,,2013,5
Seagate ST3250620AS,HDD,232.9,467,7545,138,3.39,0.59,2008,14
TOSHIBA MK1676GSX H,HDD,149,467,7546,,,,2013,19
MAXTOR STM3320620AS,HDD,298.1,467,7547,,,,2008,131
WDC WD3200AVJS,HDD,60,467,7548,9.99,46.75,0.17,2009,1
FUJITSU MJA2500BH,HDD,465.8,467,7549,,,,2013,11
Hitachi HDT725050VLA380,HDD,465.8,467,7550,,,,2008,6
SAMSUNG MMCQE28G8MUP-0VA,HDD,113.4,466,7551,,,,2009,22
WDC WD800AAJB,HDD,74.5,466,7552,55,8.47,0.74,2010,11
Hitachi HTS547564A9E384,HDD,596.2,466,7553,53.99,8.63,0.09,2011,40
Hitachi HTS543232A7A384,HDD,298.1,466,7554,18.19,25.6,0.06,2010,63
TOSHIBA MK1676GSX,HDD,149,465,7555,52.09,8.93,0.35,2012,29
WD1000FYPS-12ZKB0,HDD,931.5,465,7556,,,,2014,6
Seagate ST9320423AS,HDD,298.1,465,7557,34.99,13.29,0.12,2009,53
HGST HTS545032A7E380,HDD,298.1,464,7558,14,33.17,0.05,2013,15
Seagate ST3300820SCE,HDD,279.5,464,7559,,,,2009,19
